,match_id,Tournament,P1,P2,Pt,Set1,Set2,Gm1,Gm2,Pts,SrvDceSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1.1,Gm2.1,SetW,Set1.1,Set2.1,RevTB,TBrev,rallyCount
21543,20060627,Wimbledon,Roger_Federer,Richard_Gasquet,96,1,0,5,2,0-0,0,17,1,0,,1,2,RF,6 b27 f3*,,,6b27f3*,,0,,6b27f3*,,1,,1,0,6,,b27f3*,False,False,True,False,False,False,b27f3,b27f3,bf,2,1,1,15-0,0,5,2,0,1,0,,,3
21553,20060627,Wimbledon,Roger_Federer,Richard_Gasquet,106,2,0,0,1,0-0,0,19,1,0,,1,2,RF,c6 s27 f1*,,,6s27f1*,,0,,6s27f1*,,1,,1,0,6,,s27f1*,False,False,True,False,False,False,s27f1,s27f1,sf,2,1,1,15-0,0,0,1,0,2,0,,,3
21564,20060627,Wimbledon,Roger_Federer,Richard_Gasquet,117,2,0,1,2,30-0,0,21,1,0,,1,2,RF,4 f39 b3 b3 v1*,,,4f39b3b3v1*,,0,,4f39b3b3v1*,,1,,1,0,4,,f39b3b3v1*,False,False,True,False,False,False,f39b3b3v1,f39b3b3v1,fbbv,4,1,1,40-0,0,1,2,0,2,0,,,5
21572,20060627,Wimbledon,Roger_Federer,Richard_Gasquet,125,2,0,3,2,0-0,0,23,1,0,,1,2,RF,4 f39 f3*,,,4f39f3*,,0,,4f39f3*,,1,,1,0,4,,f39f3*,False,False,True,False,False,False,f39f3,f39f3,ff,2,1,1,15-0,0,3,2,0,2,0,,,3
21605,20060618,Halle,Roger_Federer,Tomas_Berdych,19,0,0,4,0,0-0,0,5,1,0,,1,2,RF,4 f28 f1*,,,4f28f1*,,0,,4f28f1*,,1,,1,0,4,,f28f1*,False,False,True,False,False,False,f28f1,f28f1,ff,2,1,1,15-0,0,4,0,0,0,0,,,3
21622,20060618,Halle,Roger_Federer,Tomas_Berdych,36,1,0,1,0,0-0,0,8,1,0,,2,1,TB,4 f27 b+3 s#,,,4f27b+3s#,,0,,4f27b+3s#,,1,,1,0,4,,f27b+3s#,False,False,False,True,False,False,f27b3s,f27b3s,fbs,3,2,1,15-0,0,1,0,0,1,0,,,3
21628,20060618,Halle,Roger_Federer,Tomas_Berdych,42,1,0,1,1,15-15,0,9,1,0,,1,2,RF,6 s28 f+1 f2 z3 b2n#,,,6s28f+1f2z3b2n#,,0,,6s28f+1f2z3b2n#,,1,,1,0,6,,s28f+1f2z3b2n#,False,False,False,True,False,False,s28f1f2z3b2n,s28f1f2z3b2,sffzb,5,1,1,30-15,0,1,1,0,1,0,,,5
21636,20060618,Halle,Roger_Federer,Tomas_Berdych,50,1,0,2,1,15-15,0,10,1,0,,2,1,TB,4 r29 b3 b1w@,,,4r29b3b1w@,,0,,4r29b3b1w@,,1,,1,0,4,,r29b3b1w@,False,False,False,False,True,False,r29b3b1w,r29b3b1,rbb,3,2,1,30-15,0,2,1,0,1,0,,,3
21654,20060618,Halle,Roger_Federer,Tomas_Berdych,68,1,0,3,3,30-0,0,13,1,0,,1,2,RF,5 b29 f1 f2n@,,,5b29f1f2n@,,0,,5b29f1f2n@,,1,,1,0,5,,b29f1f2n@,False,False,False,False,True,False,b29f1f2n,b29f1f2,bff,3,1,1,40-0,0,3,3,0,1,0,,,3
21680,20060618,Halle,Roger_Federer,Tomas_Berdych,94,1,0,6,5,30-0,0,18,1,0,,2,1,TB,4 f18 f+1 f2 z3 s3w#,,,4f18f+1f2z3s3w#,,0,,4f18f+1f2z3s3w#,,1,,1,0,4,,f18f+1f2z3s3w#,False,False,False,True,False,False,f18f1f2z3s3w,f18f1f2z3s3,fffzs,5,2,1,40-0,0,6,5,0,1,0,,,5
21689,20060618,Halle,Roger_Federer,Tomas_Berdych,114,1,1,0,1,0-0,0,21,1,0,,1,2,RF,6 b27 f+3*,,,6b27f+3*,,0,,6b27f+3*,,1,,1,0,6,,b27f+3*,False,False,True,False,False,False,b27f3,b27f3,bf,2,1,1,15-0,0,0,1,0,1,1,,,3
21691,20060618,Halle,Roger_Federer,Tomas_Berdych,116,1,1,0,1,30-0,0,21,1,0,,1,2,RF,4 f27 f3 b3y3 s2 f1*,,,4f27f3b3y3s2f1*,,0,,4f27f3b3y3s2f1*,,1,,1,0,4,,f27f3b3y3s2f1*,False,False,True,False,False,False,f27f3b3y3s2f1,f27f3b3y3s2f1,ffbysf,6,1,1,40-0,0,0,1,0,1,1,,,7
21710,20060618,Halle,Roger_Federer,Tomas_Berdych,135,1,1,3,2,0-0,0,25,1,0,,1,2,RF,4 f38 s3 s-1x#,,,4f38s3s-1x#,,0,,4f38s3s-1x#,,1,,1,0,4,,f38s3s-1x#,False,False,False,True,False,False,f38s3s1x,f38s3s1,fss,3,1,1,15-0,0,3,2,0,1,1,,,3
21725,20060618,Halle,Roger_Federer,Tomas_Berdych,150,1,1,5,2,0-0,0,27,1,0,,1,2,RF,5 b17 f+3 s#,,,5b17f+3s#,,0,,5b17f+3s#,,1,,1,0,5,,b17f+3s#,False,False,False,True,False,False,b17f3s,b17f3s,bfs,3,1,1,15-0,0,5,2,0,1,1,,,3
21745,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,15,0,0,1,1,30-30,0,3,1,0,,1,2,RF,4 f27 f3 s2n@,,,4f27f3s2n@,,0,,4f27f3s2n@,,1,,1,0,4,,f27f3s2n@,False,False,False,False,True,False,f27f3s2n,f27f3s2,ffs,3,1,1,40-30,0,1,1,0,0,0,,,3
21751,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,21,0,0,1,1,40-40,0,3,1,0,,1,2,RF,5 s39 f2 f1 f1 f1w@,,,5s39f2f1f1f1w@,,0,,5s39f2f1f1f1w@,,1,,1,0,5,,s39f2f1f1f1w@,False,False,False,False,True,False,s39f2f1f1f1w,s39f2f1f1f1,sffff,5,1,1,AD-40,0,1,1,0,0,0,,,5
21758,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,28,0,0,2,2,0-0,0,5,1,0,,1,2,RF,5 b17 f1*,,,5b17f1*,,0,,5b17f1*,,1,,1,0,5,,b17f1*,False,False,True,False,False,False,b17f1,b17f1,bf,2,1,1,15-0,0,2,2,0,0,0,,,3
21796,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,66,0,0,5,5,30-30,0,11,1,0,,1,2,RF,4 b19 f3 s3 f3 b2 f1*,,,4b19f3s3f3b2f1*,,0,,4b19f3s3f3b2f1*,,1,,1,0,4,,b19f3s3f3b2f1*,False,False,True,False,False,False,b19f3s3f3b2f1,b19f3s3f3b2f1,bfsfbf,6,1,1,40-30,0,5,5,0,0,0,,,7
21798,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,68,0,0,6,5,0-0,0,12,1,0,,2,1,IL,6 s27 f-2*,,,6s27f-2*,,0,,6s27f-2*,,1,,1,0,6,,s27f-2*,False,False,True,False,False,False,s27f2,s27f2,sf,2,2,1,15-0,0,6,5,0,0,0,,,3
21803,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,85,1,0,0,0,0-0,0,14,1,0,,2,1,IL,4 f29 s3 b3n@,,,4f29s3b3n@,,0,,4f29s3b3n@,,1,,1,0,4,,f29s3b3n@,False,False,False,False,True,False,f29s3b3n,f29s3b3,fsb,3,2,1,15-0,0,0,0,0,1,0,,,3
21815,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,97,1,0,1,2,0-0,0,17,1,0,,1,2,RF,4 f28y3y2n@,,,4f28y3y2n@,,0,,4f28y3y2n@,,1,,1,0,4,,f28y3y2n@,False,False,False,False,True,False,f28y3y2n,f28y3y2,fyy,3,1,1,15-0,0,1,2,0,1,0,,,3
21825,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,107,1,0,2,3,0-0,0,19,1,0,,1,2,RF,5 b18 f3 s3 s3 b2d@,,,5b18f3s3s3b2d@,,0,,5b18f3s3s3b2d@,,1,,1,0,5,,b18f3s3s3b2d@,False,False,False,False,True,False,b18f3s3s3b2d,b18f3s3s3b2,bfssb,5,1,1,15-0,0,2,3,0,1,0,,,5
21827,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,109,1,0,2,3,30-0,0,19,1,0,,1,2,RF,5 s38 b2 f1 f2 f3x@,,,5s38b2f1f2f3x@,,0,,5s38b2f1f2f3x@,,1,,1,0,5,,s38b2f1f2f3x@,False,False,False,False,True,False,s38b2f1f2f3x,s38b2f1f2f3,sbfff,5,1,1,40-0,0,2,3,0,1,0,,,5
21835,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,117,1,0,3,3,40-40,0,20,1,0,,2,1,IL,c4 s28 b3 b3 b3 s2 f2 s3 b3 s1 f2 b2 b2 b2d@,,,4s28b3b3b3s2f2s3b3s1f2b2b2b2d@,,0,,4s28b3b3b3s2f2s3b3s1f2b2b2b2d@,,1,,1,0,4,,s28b3b3b3s2f2s3b3s1f2b2b2b2d@,False,False,False,False,True,False,s28b3b3b3s2f2s3b3s1f2b2b2b2d,s28b3b3b3s2f2s3b3s1f2b2b2b2,sbbbsfsbsfbbb,13,2,1,AD-40,0,3,3,0,1,0,,,13
21839,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,121,1,0,4,3,0-0,0,21,1,0,,1,2,RF,6 s27 b1*,,,6s27b1*,,0,,6s27b1*,,1,,1,0,6,,s27b1*,False,False,True,False,False,False,s27b1,s27b1,sb,2,1,1,15-0,0,4,3,0,1,0,,,3
21850,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,132,1,0,4,4,40-40,0,22,1,0,,2,1,IL,6+ s27 v3*,,,6+s27v3*,,1,,6s27v3*,,1,,1,0,6,,s27v3*,False,False,True,False,False,False,s27v3,s27v3,sv,2,2,1,AD-40,0,4,4,0,1,0,,,3
21856,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,138,1,0,4,5,0-0,0,23,1,0,,1,2,RF,5 s27 f3 b1 f2 b+2 f1 v2d#,,,5s27f3b1f2b+2f1v2d#,,0,,5s27f3b1f2b+2f1v2d#,,1,,1,0,5,,s27f3b1f2b+2f1v2d#,False,False,False,True,False,False,s27f3b1f2b2f1v2d,s27f3b1f2b2f1v2,sfbfbfv,7,1,1,15-0,0,4,5,0,1,0,,,7
21860,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,142,1,0,4,5,30-30,0,23,1,0,,1,2,RF,4 f28 f2 f3 s3 b3 b3 b3 b1 f2d#,,,4f28f2f3s3b3b3b3b1f2d#,,0,,4f28f2f3s3b3b3b3b1f2d#,,1,,1,0,4,,f28f2f3s3b3b3b3b1f2d#,False,False,False,True,False,False,f28f2f3s3b3b3b3b1f2d,f28f2f3s3b3b3b3b1f2,fffsbbbbf,9,1,1,40-30,0,4,5,0,1,0,,,9
21885,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,178,2,0,0,1,40-40,0,28,1,0,,2,1,IL,5 s19 f1 f1 f1 f1 f+3 s2 v3*,,,5s19f1f1f1f1f+3s2v3*,,0,,5s19f1f1f1f1f+3s2v3*,,1,,1,0,5,,s19f1f1f1f1f+3s2v3*,False,False,True,False,False,False,s19f1f1f1f1f3s2v3,s19f1f1f1f1f3s2v3,sfffffsv,8,2,1,AD-40,0,0,1,0,2,0,,,9
21887,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,180,2,0,0,2,0-0,0,29,1,0,,1,2,RF,6 s39 f1 f1d@,,,6s39f1f1d@,,0,,6s39f1f1d@,,1,,1,0,6,,s39f1f1d@,False,False,False,False,True,False,s39f1f1d,s39f1f1,sff,3,1,1,15-0,0,0,2,0,2,0,,,3
21895,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,188,2,0,1,2,30-0,0,30,1,0,,2,1,IL,4 f27 b3 b2 f1*,,,4f27b3b2f1*,,0,,4f27b3b2f1*,,1,,1,0,4,,f27b3b2f1*,False,False,True,False,False,False,f27b3b2f1,f27b3b2f1,fbbf,4,2,1,40-0,0,1,2,0,2,0,,,5
21910,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,203,2,0,3,3,15-15,0,33,1,0,,1,2,RF,6 s27 f-3*,,,6s27f-3*,,0,,6s27f-3*,,1,,1,0,6,,s27f-3*,False,False,True,False,False,False,s27f3,s27f3,sf,2,1,1,30-15,0,3,3,0,2,0,,,3
21912,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,205,2,0,3,3,30-30,0,33,1,0,,1,2,RF,4 f28 f1 f2 f3*,,,4f28f1f2f3*,,0,,4f28f1f2f3*,,1,,1,0,4,,f28f1f2f3*,False,False,True,False,False,False,f28f1f2f3,f28f1f2f3,ffff,4,1,1,40-30,0,3,3,0,2,0,,,5
21914,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,207,2,0,3,3,40-40,0,33,1,0,,1,2,RF,4 f27 f1*,,,4f27f1*,,0,,4f27f1*,,1,,1,0,4,,f27f1*,False,False,True,False,False,False,f27f1,f27f1,ff,2,1,1,AD-40,0,3,3,0,2,0,,,3
21918,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,211,2,0,4,3,30-0,0,34,1,0,,2,1,IL,4+ r28 v3 b3w#,,,4+r28v3b3w#,,1,,4r28v3b3w#,,1,,1,0,4,,r28v3b3w#,False,False,False,True,False,False,r28v3b3w,r28v3b3,rvb,3,2,1,40-0,0,4,3,0,2,0,,,3
21920,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,213,2,0,4,4,0-0,0,35,1,0,,1,2,RF,5 s37 b+3 b3n#,,,5s37b+3b3n#,,0,,5s37b+3b3n#,,1,,1,0,5,,s37b+3b3n#,False,False,False,True,False,False,s37b3b3n,s37b3b3,sbb,3,1,1,15-0,0,4,4,0,2,0,,,3
21929,20060326,Miami_Masters,Roger_Federer,Ivan_Ljubicic,222,2,0,5,5,0-0,0,37,1,0,,1,2,RF,5 s29 f1 f2d@,,,5s29f1f2d@,,0,,5s29f1f2d@,,1,,1,0,5,,s29f1f2d@,False,False,False,False,True,False,s29f1f2d,s29f1f2,sff,3,1,1,15-0,0,5,5,0,2,0,,,3
21975,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,37,0,0,2,4,0-0,0,7,1,0,,1,2,RF,6 s28 f3 s3 f2 f2 f1*,,,6s28f3s3f2f2f1*,,0,,6s28f3s3f2f2f1*,,1,,1,0,6,,s28f3s3f2f2f1*,False,False,True,False,False,False,s28f3s3f2f2f1,s28f3s3f2f2f1,sfsfff,6,1,1,15-0,0,2,4,0,0,0,,,7
21988,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,50,0,0,3,4,40-40,0,8,1,0,,2,1,JB,4 r27 f+3 m2 o=1*,,,4r27f+3m2o=1*,,0,,4r27f+3m2o=1*,,1,,1,0,4,,r27f+3m2o=1*,False,False,True,False,False,False,r27f3m2o1,r27f3m2o1,rfmo,4,2,1,AD-40,0,3,4,0,0,0,,,5
21992,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,54,0,0,3,5,30-0,0,9,1,0,,1,2,RF,6 s39 b3 b3 b2 f1 f2 b2 b2 f2 f1 r1 f+3*,,,6s39b3b3b2f1f2b2b2f2f1r1f+3*,,0,,6s39b3b3b2f1f2b2b2f2f1r1f+3*,,1,,1,0,6,,s39b3b3b2f1f2b2b2f2f1r1f+3*,False,False,True,False,False,False,s39b3b3b2f1f2b2b2f2f1r1f3,s39b3b3b2f1f2b2b2f2f1r1f3,sbbbffbbffrf,12,1,1,40-0,0,3,5,0,0,0,,,13
22008,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,70,0,0,5,5,30-30,0,11,1,0,,1,2,RF,6 s28 f1 f3n#,,,6s28f1f3n#,,0,,6s28f1f3n#,,1,,1,0,6,,s28f1f3n#,False,False,False,True,False,False,s28f1f3n,s28f1f3,sff,3,1,1,40-30,0,5,5,0,0,0,,,3
22038,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,100,1,0,2,2,0-0,0,17,1,0,,1,2,RF,4 f28 f1*,,,4f28f1*,,0,,4f28f1*,,1,,1,0,4,,f28f1*,False,False,True,False,False,False,f28f1,f28f1,ff,2,1,1,15-0,0,2,2,0,1,0,,,3
22046,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,108,1,0,3,2,30-30,0,18,1,0,,2,1,JB,4 r38 b3 b2 f3 b2 f3 b2 f3 b2 f3 b2d@,,,4r38b3b2f3b2f3b2f3b2f3b2d@,,0,,4r38b3b2f3b2f3b2f3b2f3b2d@,,1,,1,0,4,,r38b3b2f3b2f3b2f3b2f3b2d@,False,False,False,False,True,False,r38b3b2f3b2f3b2f3b2f3b2d,r38b3b2f3b2f3b2f3b2f3b2,rbbfbfbfbfb,11,2,1,40-30,0,3,2,0,1,0,,,11
22050,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,112,1,0,3,3,0-0,0,19,1,0,,1,2,RF,c4 f28 f1 f1w@,,,4f28f1f1w@,,0,,4f28f1f1w@,,1,,1,0,4,,f28f1f1w@,False,False,False,False,True,False,f28f1f1w,f28f1f1,fff,3,1,1,15-0,0,3,3,0,1,0,,,3
22052,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,114,1,0,3,3,15-15,0,19,1,0,,1,2,RF,4 f27 f+3*,,,4f27f+3*,,0,,4f27f+3*,,1,,1,0,4,,f27f+3*,False,False,True,False,False,False,f27f3,f27f3,ff,2,1,1,30-15,0,3,3,0,1,0,,,3
22071,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,133,2,0,0,0,0-0,0,22,1,0,,2,1,JB,5 b38 b3 b3 b3 f3 b3 s3d#,,,5b38b3b3b3f3b3s3d#,,0,,5b38b3b3b3f3b3s3d#,,1,,1,0,5,,b38b3b3b3f3b3s3d#,False,False,False,True,False,False,b38b3b3b3f3b3s3d,b38b3b3b3f3b3s3,bbbbfbs,7,2,1,15-0,0,0,0,0,2,0,,,7
22079,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,141,2,0,1,0,0-0,0,23,1,0,,1,2,RF,4+ r28 v3 b1d#,,,4+r28v3b1d#,,1,,4r28v3b1d#,,1,,1,0,4,,r28v3b1d#,False,False,False,True,False,False,r28v3b1d,r28v3b1,rvb,3,1,1,15-0,0,1,0,0,2,0,,,3
22093,20060319,Indian_Wells_Masters,Roger_Federer,James_Blake,155,2,0,3,0,15-15,0,25,1,0,,1,2,RF,5 b28 f+3 b2 v1*,,,5b28f+3b2v1*,,0,,5b28f+3b2v1*,,1,,1,0,5,,b28f+3b2v1*,False,False,True,False,False,False,b28f3b2v1,b28f3b2v1,bfbv,4,1,1,30-15,0,3,0,0,2,0,,,5
22107,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,1,0,0,0,0,0-0,0,1,1,0,,1,2,RF,c4 r29 f3+ s2 z1 f3d#,,,4r29f3+s2z1f3d#,,0,,4r29f3+s2z1f3d#,,1,,1,0,4,,r29f3+s2z1f3d#,False,False,False,True,False,False,r29f3s2z1f3d,r29f3s2z1f3,rfszf,5,1,1,15-0,0,0,0,0,0,0,,,5
22112,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,6,0,0,1,0,0-0,0,2,1,0,,2,1,MB,4 r39 b3 b2 b3 f3 b3; s3 b3 b2d@,,,4r39b3b2b3f3b3;s3b3b2d@,,0,,4r39b3b2b3f3b3;s3b3b2d@,,1,,1,0,4,,r39b3b2b3f3b3;s3b3b2d@,False,False,False,False,True,False,r39b3b2b3f3b3s3b3b2d,r39b3b2b3f3b3s3b3b2,rbbbfbsbb,9,2,1,15-0,0,1,0,0,0,0,,,9
22114,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,8,0,0,1,0,30-0,0,2,1,0,,2,1,MB,4 r28 f1 r2d#,,,4r28f1r2d#,,0,,4r28f1r2d#,,1,,1,0,4,,r28f1r2d#,False,False,False,True,False,False,r28f1r2d,r28f1r2,rfr,3,2,1,40-0,0,1,0,0,0,0,,,3
22119,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,13,0,0,1,1,15-15,0,3,1,0,,1,2,RF,6 s39 b3 b3 b3 b2 f1 f1 f3*,,,6s39b3b3b3b2f1f1f3*,,0,,6s39b3b3b3b2f1f1f3*,,1,,1,0,6,,s39b3b3b3b2f1f1f3*,False,False,True,False,False,False,s39b3b3b3b2f1f1f3,s39b3b3b3b2f1f1f3,sbbbbfff,8,1,1,30-15,0,1,1,0,0,0,,,9
22122,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,16,0,0,2,1,0-0,0,4,1,0,,2,1,MB,6 s38 b3 b3 b1 f3w@,,,6s38b3b3b1f3w@,,0,,6s38b3b3b1f3w@,,1,,1,0,6,,s38b3b3b1f3w@,False,False,False,False,True,False,s38b3b3b1f3w,s38b3b3b1f3,sbbbf,5,2,1,15-0,0,2,1,0,0,0,,,5
22124,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,18,0,0,2,1,15-15,0,4,1,0,,2,1,MB,4 f29 b3 s3 b+3 s#,,,4f29b3s3b+3s#,,0,,4f29b3s3b+3s#,,1,,1,0,4,,f29b3s3b+3s#,False,False,False,True,False,False,f29b3s3b3s,f29b3s3b3s,fbsbs,5,2,1,30-15,0,2,1,0,0,0,,,5
22149,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,43,0,0,3,3,30-30,0,7,1,0,,1,2,RF,6 b29 f1 r2 f+1*,,,6b29f1r2f+1*,,0,,6b29f1r2f+1*,,1,,1,0,6,,b29f1r2f+1*,False,False,True,False,False,False,b29f1r2f1,b29f1r2f1,bfrf,4,1,1,40-30,0,3,3,0,0,0,,,5
22167,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,61,0,0,5,5,0-0,0,11,1,0,,1,2,RF,6 b28 f1 f2 f3 f3 b1 f3 s3 s3 b3 s1 f3 b3 b3u3;w@,,,6b28f1f2f3f3b1f3s3s3b3s1f3b3b3u3;w@,,0,,6b28f1f2f3f3b1f3s3s3b3s1f3b3b3u3;w@,,1,,1,0,6,,b28f1f2f3f3b1f3s3s3b3s1f3b3b3u3;w@,False,False,False,False,True,False,b28f1f2f3f3b1f3s3s3b3s1f3b3b3u3w,b28f1f2f3f3b1f3s3s3b3s1f3b3b3u3,bffffbfssbsfbbu,15,1,1,15-0,0,5,5,0,0,0,,,15
22180,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,74,0,1,0,0,0-0,0,13,1,0,,1,2,RF,6 b29 f3 b2 f1 f#,,,6b29f3b2f1f#,,0,,6b29f3b2f1f#,,1,,1,0,6,,b29f3b2f1f#,False,False,False,True,False,False,b29f3b2f1f,b29f3b2f1f,bfbff,5,1,1,15-0,0,0,0,0,0,1,,,5
22210,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,104,0,1,1,2,0-0,0,16,1,0,,2,1,MB,4 f28 b1 r3 s3 b2 f3y3 s-3 b3 z1*,,,4f28b1r3s3b2f3y3s-3b3z1*,,0,,4f28b1r3s3b2f3y3s-3b3z1*,,1,,1,0,4,,f28b1r3s3b2f3y3s-3b3z1*,False,False,True,False,False,False,f28b1r3s3b2f3y3s3b3z1,f28b1r3s3b2f3y3s3b3z1,fbrsbfysbz,10,2,1,15-0,0,1,2,0,0,1,,,11
22216,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,110,0,1,2,2,0-0,0,17,1,0,,1,2,RF,5 r29 f1 l2 f3 f3y3 s2 v1 v#,,,5r29f1l2f3f3y3s2v1v#,,0,,5r29f1l2f3f3y3s2v1v#,,1,,1,0,5,,r29f1l2f3f3y3s2v1v#,False,False,False,True,False,False,r29f1l2f3f3y3s2v1v,r29f1l2f3f3y3s2v1v,rflffysvv,9,1,1,15-0,0,2,2,0,0,1,,,9
22220,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,114,0,1,2,2,30-30,0,17,1,0,,1,2,RF,4 r28 f3+ s3w#,,,4r28f3+s3w#,,0,,4r28f3+s3w#,,1,,1,0,4,,r28f3+s3w#,False,False,False,True,False,False,r28f3s3w,r28f3s3,rfs,3,1,1,40-30,0,2,2,0,0,1,,,3
22224,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,118,0,1,3,2,15-15,0,18,1,0,,2,1,MB,6 s27 f-3*,,,6s27f-3*,,0,,6s27f-3*,,1,,1,0,6,,s27f-3*,False,False,True,False,False,False,s27f3,s27f3,sf,2,2,1,30-15,0,3,2,0,0,1,,,3
22229,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,123,0,1,3,3,30-0,0,19,1,0,,1,2,RF,5 r39 f3 s3 f1 r2 f+3 b2 h1*,,,5r39f3s3f1r2f+3b2h1*,,0,,5r39f3s3f1r2f+3b2h1*,,1,,1,0,5,,r39f3s3f1r2f+3b2h1*,False,False,True,False,False,False,r39f3s3f1r2f3b2h1,r39f3s3f1r2f3b2h1,rfsfrfbh,8,1,1,40-0,0,3,3,0,0,1,,,9
22237,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,131,0,1,4,3,40-40,0,20,1,0,,2,1,MB,4 f27 f+3*,,,4f27f+3*,,0,,4f27f+3*,,1,,1,0,4,,f27f+3*,False,False,True,False,False,False,f27f3,f27f3,ff,2,2,1,AD-40,0,4,3,0,0,1,,,3
22246,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,140,0,1,5,4,15-15,0,22,1,0,,2,1,MB,6 b29 b1 f1 f2 f!@,,,6b29b1f1f2f!@,,0,,6b29b1f1f2f!@,,1,,1,0,6,,b29b1f1f2f!@,False,False,False,False,True,False,b29b1f1f2f!,b29b1f1f2f,bbfff,5,2,1,30-15,0,5,4,0,0,1,,,5
22271,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,165,1,1,1,0,0-0,0,26,1,0,,2,1,MB,6 b28 f1 f2d@,,,6b28f1f2d@,,0,,6b28f1f2d@,,1,,1,0,6,,b28f1f2d@,False,False,False,False,True,False,b28f1f2d,b28f1f2,bff,3,2,1,15-0,0,1,0,0,1,1,,,3
22279,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,173,1,1,2,0,15-15,0,27,1,0,,1,2,RF,6 b27 f+3 m2 o1*,,,6b27f+3m2o1*,,0,,6b27f+3m2o1*,,1,,1,0,6,,b27f+3m2o1*,False,False,True,False,False,False,b27f3m2o1,b27f3m2o1,bfmo,4,1,1,30-15,0,2,0,0,1,1,,,5
22283,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,177,1,1,2,0,40-40,0,27,1,0,,1,2,RF,6 b28 f1+ f1w#,,,6b28f1+f1w#,,0,,6b28f1+f1w#,,1,,1,0,6,,b28f1+f1w#,False,False,False,True,False,False,b28f1f1w,b28f1f1,bff,3,1,1,AD-40,0,2,0,0,1,1,,,3
22293,20060129,Australian_Open,Roger_Federer,Marcos_Baghdatis,187,1,1,4,0,30-30,0,29,1,0,,1,2,RF,4 f18 f3 s2 v1*,,,4f18f3s2v1*,,0,,4f18f3s2v1*,,1,,1,0,4,,f18f3s2v1*,False,False,True,False,False,False,f18f3s2v1,f18f3s2v1,ffsv,4,1,1,40-30,0,4,0,0,1,1,,,5
